week_end_date,market,brand,product_description,upc,flavor,category,season,merchandise_condition,unit_sales,dollar_sales,price_per_unit
2022-12-24,NEW YORK,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,REGULAR,FROZEN PLANT-BASED MEAT,Winter,No Merch,1276,10310.08,8.08
2022-12-24,WEST,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,1512,13033.44,8.62
2022-12-24,CALIFORNIA,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,BUFFALO,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,2146,15022.0,7.0
2022-12-24,CALIFORNIA,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Any Merch,2714,20490.7,7.55
2022-12-24,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,Any Merch,752,4730.08,6.29
2022-12-24,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,BUFFALO,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,1790,12870.1,7.19
2022-12-24,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,BACON,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,816,4308.48,5.28
2022-12-24,TEXAS,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Feature Only,1113,8826.09,7.93
2022-12-24,TEXAS,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,No Merch,797,6328.18,7.94
2022-12-31,NEW YORK,BEYOND MEAT,BEYOND BREAKFAST SAUSAGE 7OZ,1000000340950,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Feature Only,600,5376.0,8.96
2022-12-31,MIDWEST,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Any Merch,1097,6636.85,6.05
2022-12-31,TEXAS,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Display Only,1494,8919.18,5.97
2022-12-31,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,489,3775.08,7.72
2022-12-31,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,BUFFALO,FROZEN PLANT-BASED MEAT,Winter,Display Only,491,2828.16,5.76
2022-12-31,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,BUFFALO,FROZEN PLANT-BASED MEAT,Winter,No Merch,979,6197.07,6.33
2022-12-31,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,1077,7452.84,6.92
2023-01-07,FLORIDA,BEYOND MEAT,BEYOND BREAKFAST SAUSAGE 7OZ,1000000340950,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Feature Only,1626,14455.14,8.89
2023-01-07,TEXAS,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,CLASSIC,FROZEN PLANT-BASED MEAT,Winter,No Merch,982,5440.28,5.54
2023-01-07,TOTAL US,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,REGULAR,FROZEN PLANT-BASED MEAT,Winter,No Merch,1128,6858.24,6.08
2023-01-07,TOTAL US,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,613,3052.74,4.98
2023-01-07,TEXAS,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,1469,12868.44,8.76
2023-01-07,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,BACON,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,1636,7541.96,4.61
2023-01-07,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,No Merch,835,5494.3,6.58
2023-01-07,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,1313,8967.79,6.83
2023-01-07,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,CLASSIC,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,1242,8023.32,6.46
2023-01-07,WEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,CLASSIC,FROZEN PLANT-BASED MEAT,Winter,Display Only,1218,8647.8,7.1
2023-01-14,CALIFORNIA,BEYOND MEAT,BEYOND BREAKFAST SAUSAGE 7OZ,1000000340950,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,1203,9912.72,8.24
2023-01-14,SOUTHEAST,BEYOND MEAT,BEYOND SAUSAGE PLANT-BASED LINKS 14OZ,1000000432533,BACON,FROZEN PLANT-BASED MEAT,Winter,Display Only,682,6062.98,8.89
2023-01-14,NORTHEAST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Any Merch,2256,19130.88,8.48
2023-01-14,CALIFORNIA,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,REGULAR,FROZEN PLANT-BASED MEAT,Winter,No Merch,426,3923.46,9.21
2023-01-14,NORTHEAST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Feature Only,780,5943.6,7.62
2023-01-14,SOUTHEAST,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,HERB,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,964,4752.52,4.93
2023-01-14,CALIFORNIA,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,923,7088.64,7.68
2023-01-14,SOUTHEAST,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,CLASSIC,FROZEN PLANT-BASED MEAT,Winter,Any Merch,1333,6465.05,4.85
2023-01-14,SOUTHEAST,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,BUFFALO,FROZEN PLANT-BASED MEAT,Winter,No Merch,1088,9889.92,9.09
2023-01-14,NEW YORK,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,1794,14280.24,7.96
2023-01-14,TOTAL US,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Feature Only,1786,18753.0,10.5
2023-01-14,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,Feature Only,800,5968.0,7.46
2023-01-14,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,BUFFALO,FROZEN PLANT-BASED MEAT,Winter,Feature Only,1675,11289.5,6.74
2023-01-14,TEXAS,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Any Merch,1600,10736.0,6.71
2023-01-21,TEXAS,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Any Merch,2325,15833.25,6.81
2023-01-21,TEXAS,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Display Only,1616,12184.64,7.54
2023-01-21,NEW YORK,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,453,2994.33,6.61
2023-01-21,MIDWEST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,891,6825.06,7.66
2023-01-21,NEW YORK,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,308,2217.6,7.2
2023-01-21,CALIFORNIA,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,CLASSIC,FROZEN PLANT-BASED MEAT,Winter,No Merch,791,5703.11,7.21
2023-01-21,NEW YORK,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,975,6873.75,7.05
2023-01-21,NORTHEAST,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,BUFFALO,FROZEN PLANT-BASED MEAT,Winter,Display Only,769,7566.96,9.84
2023-01-21,TEXAS,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,BUFFALO,FROZEN PLANT-BASED MEAT,Winter,Any Merch,2119,17672.46,8.34
2023-01-21,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,BACON,FROZEN PLANT-BASED MEAT,Winter,Any Merch,2662,18953.44,7.12
2023-01-21,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,BACON,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,521,3422.97,6.57
2023-01-21,WEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,No Merch,763,5348.63,7.01
2023-01-21,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,BUFFALO,FROZEN PLANT-BASED MEAT,Winter,No Merch,738,4664.16,6.32
2023-01-21,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,BACON,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,1301,6413.93,4.93
2023-01-21,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,849,5620.38,6.62
2023-01-21,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,REGULAR,FROZEN PLANT-BASED MEAT,Winter,No Merch,315,2507.4,7.96
2023-01-21,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,849,5993.94,7.06
2023-01-21,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,BACON,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,1506,9457.68,6.28
2023-01-21,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,CLASSIC,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,1221,8363.85,6.85
2023-01-21,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,BACON,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,1759,11011.34,6.26
2023-01-28,WEST,BEYOND MEAT,BEYOND BACON PLANT-BASED STRIPS 3OZ,1000000204949,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,1041,7505.61,7.21
2023-01-28,MIDWEST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,1143,10549.89,9.23
2023-01-28,MIDWEST,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,845,5306.6,6.28
2023-01-28,TEXAS,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Feature Only,737,4547.29,6.17
2023-01-28,WEST,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Display Only,387,2198.16,5.68
2023-01-28,NEW YORK,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,Feature Only,1621,16680.09,10.29
2023-01-28,SOUTHEAST,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,BUFFALO,FROZEN PLANT-BASED MEAT,Winter,No Merch,539,5125.89,9.51
2023-01-28,FLORIDA,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,BUFFALO,FROZEN PLANT-BASED MEAT,Winter,Feature Only,2016,18144.0,9.0
2023-01-28,TEXAS,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,1200,10728.0,8.94
2023-01-28,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,BACON,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,2312,15120.48,6.54
2023-01-28,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,538,3938.16,7.32
2023-01-28,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Feature Only,1074,7700.58,7.17
2023-01-28,TEXAS,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,971,5767.74,5.94
2023-01-28,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,CLASSIC,FROZEN PLANT-BASED MEAT,Winter,Display Only,557,3960.27,7.11
2023-01-28,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,REGULAR,FROZEN PLANT-BASED MEAT,Winter,No Merch,863,5480.05,6.35
2023-01-28,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,BUFFALO,FROZEN PLANT-BASED MEAT,Winter,Feature Only,1028,6353.04,6.18
2023-02-04,TOTAL US,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,266,1997.66,7.51
2023-02-04,NEW YORK,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,HERB,FROZEN PLANT-BASED MEAT,Winter,Any Merch,318,1714.02,5.39
2023-02-04,SOUTHEAST,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,822,8992.68,10.94
2023-02-04,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,1890,9204.3,4.87
2023-02-04,TEXAS,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Any Merch,2053,12790.19,6.23
2023-02-04,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Display Only,1226,8741.38,7.13
2023-02-04,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,714,4319.7,6.05
2023-02-04,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,BACON,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,1509,8812.56,5.84
2023-02-04,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,1637,10018.44,6.12
2023-02-11,NORTHEAST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,952,8634.64,9.07
2023-02-11,NORTHEAST,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,870,4202.1,4.83
2023-02-11,TEXAS,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,CLASSIC,FROZEN PLANT-BASED MEAT,Winter,Feature Only,624,4948.32,7.93
2023-02-11,TOTAL US,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,690,4919.7,7.13
2023-02-11,NEW YORK,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,CLASSIC,FROZEN PLANT-BASED MEAT,Winter,Feature Only,591,3888.78,6.58
2023-02-11,TOTAL US,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,REGULAR,FROZEN PLANT-BASED MEAT,Winter,No Merch,889,9156.7,10.3
2023-02-11,CALIFORNIA,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,BUFFALO,FROZEN PLANT-BASED MEAT,Winter,Display Only,562,4788.24,8.52
2023-02-11,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,1704,10360.32,6.08
2023-02-11,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,BACON,FROZEN PLANT-BASED MEAT,Winter,No Merch,1094,6979.72,6.38
2023-02-11,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,No Merch,359,2028.35,5.65
2023-02-11,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,BACON,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,1986,12690.54,6.39
2023-02-11,WEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,No Merch,1004,7329.2,7.3
2023-02-18,WEST,BEYOND MEAT,BEYOND BREAKFAST SAUSAGE 7OZ,1000000340950,BACON,FROZEN PLANT-BASED MEAT,Winter,Display Only,1312,9525.12,7.26
2023-02-18,WEST,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,HERB,FROZEN PLANT-BASED MEAT,Winter,Display Only,858,4315.74,5.03
2023-02-18,TOTAL US,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,CLASSIC,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,337,1782.73,5.29
2023-02-18,NEW YORK,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,No Merch,506,3703.92,7.32
2023-02-18,CALIFORNIA,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Special Pack Only,519,2278.41,4.39
2023-02-18,FLORIDA,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,1684,17968.28,10.67
2023-02-18,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,Feature Only,661,4098.2,6.2
2023-02-18,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,1627,12658.06,7.78
2023-02-18,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,BACON,FROZEN PLANT-BASED MEAT,Winter,Display Only,816,5352.96,6.56
2023-02-18,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,Any Merch,3375,23051.25,6.83
2023-02-25,CALIFORNIA,BEYOND MEAT,BEYOND SAUSAGE PLANT-BASED LINKS 14OZ,1000000432533,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,1602,11726.64,7.32
2023-02-25,TOTAL US,BEYOND MEAT,BEYOND BACON PLANT-BASED STRIPS 3OZ,1000000204949,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,No Merch,843,7603.86,9.02
2023-02-25,TEXAS,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Any Merch,1122,7685.7,6.85
2023-02-25,MIDWEST,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,HERB,FROZEN PLANT-BASED MEAT,Winter,Display Only,688,4348.16,6.32
2023-02-25,CALIFORNIA,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,No Merch,1113,7267.89,6.53
2023-02-25,CALIFORNIA,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,REGULAR,FROZEN PLANT-BASED MEAT,Winter,No Merch,371,2979.13,8.03
2023-02-25,TEXAS,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,CLASSIC,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,234,1060.02,4.53
2023-02-25,WEST,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,750,6165.0,8.22
2023-02-25,CALIFORNIA,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,Feature Only,1483,12590.67,8.49
2023-02-25,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,BACON,FROZEN PLANT-BASED MEAT,Winter,Any Merch,1004,5933.64,5.91
2023-02-25,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Feature Only,1061,8222.75,7.75
2023-02-25,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,CLASSIC,FROZEN PLANT-BASED MEAT,Winter,Any Merch,833,5272.89,6.33
2023-02-25,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Any Merch,1481,8056.64,5.44
2023-02-25,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,565,2949.3,5.22
2023-03-04,SOUTHEAST,BEYOND MEAT,BEYOND SAUSAGE PLANT-BASED LINKS 14OZ,1000000432533,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Display Only,393,3666.69,9.33
2023-03-04,SOUTHEAST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,REGULAR,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,547,3900.11,7.13
2023-03-04,CALIFORNIA,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,1129,5656.29,5.01
2023-03-04,FLORIDA,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,CLASSIC,FROZEN PLANT-BASED MEAT,Winter,No Merch,344,1867.92,5.43
2023-03-04,TOTAL US,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,940,9193.2,9.78
2023-03-04,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,1192,7342.72,6.16
